0 0 0 0 0 0 1 0 22 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 1 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0
0 0 0 0 6 0 1 1 0 0 18 18 18 13 0 0 0 0 0 0 0 0 0 0
1 1 1 0 1 0 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1
11 11 0 5 1 0 1 0 1 0 0 0 0 3 12 0 0 0 1 0 0 0 0 0
0 11 5 1 1 0 14 1 0 0 0 1 1 1 0 0 1 1 0 0 0 0 19 0
0 0 1 0 1 0 1 2 7 17 0 0 0 1 0 0 1 1 0 0 0 0 20 1
0 0 0 0 1 0 2 15 1 20 0 0 0 0 0 0 0 0 0 0 0 20 21 1
1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1
1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1

