11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1
0 0 0 0 14 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
0 0 0 0 14 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 19 0 0 0
0 0 0 0 14 1 0 1 1 1 0 0 0 0 0 0 0 0 0 1 19 19 22 0
1 0 0 0 14 1 0 12 12 12 0 0 0 0 0 17 0 0 0 3 19 0 1 0
2 5 5 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 1 0 0 0 0
2 1 1 0 0 0 0 1 0 0 0 18 0 0 0 21 17 0 0 1 0 0 0 0
0 1 0 0 0 7 0 1 0 0 0 20 20 0 0 21 20 6 6 1 20 20 0 0
1 1 1 0 0 1 1 1 0 0 0 21 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 0 0 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1
